PU_Borough,PU_Zone,pickup_hour,trip_count,avg_fare,avg_distance,avg_duration_min
Bronx,Hunts Point,4,14,44.07,12.03,34.78
Brooklyn,Cobble Hill,1,14,12.26,2.09,8.93
Brooklyn,Bensonhurst West,22,14,23.48,5.87,23.54
Brooklyn,Bensonhurst East,22,14,48.46,11.26,48.82
Bronx,Country Club,6,14,38.36,11.26,60.85
Queens,Douglaston,20,14,45.46,8.52,22.92
Bronx,Fordham South,20,14,40.16,11.32,52.1
Bronx,City Island,9,14,43.63,12.73,65.43
EWR,Newark Airport,17,14,70.46,7.35,23.64
Brooklyn,Bath Beach,19,14,39.11,10.87,45.37
Bronx,East Concourse/Concourse Village,1,14,20.84,4.3,16.99
Bronx,Williamsbridge/Olinville,0,14,43.44,13.29,44.49
Bronx,Williamsbridge/Olinville,3,14,50.24,15.48,50.77
Bronx,Bronx Park,12,14,51.92,14.41,54.15
Queens,Saint Michaels Cemetery/Woodside,8,14,54.85,4.81,19.13
Queens,East Flushing,14,14,35.47,9.35,62.25
Bronx,Highbridge,0,14,28.2,6.76,20.76
Brooklyn,Brooklyn Heights,3,14,56.51,10.2,23.59
Brooklyn,East Flatbush/Farragut,23,14,36.66,9.58,37.92
Brooklyn,East Flatbush/Remsen Village,0,14,32.31,7.44,30.89
Brooklyn,Ocean Parkway South,18,14,28.61,5.98,35.08
Brooklyn,East New York/Pennsylvania Avenue,0,14,31.75,8.34,28.66
Queens,Glen Oaks,20,14,47.9,14.47,49.72
Queens,North Corona,20,14,40.99,8.42,33.25
Queens,Queens Village,0,14,47.92,13.1,36.5
Queens,Glen Oaks,19,13,37.72,9.06,43.44
Brooklyn,Erasmus,3,13,27.29,5.74,28.21
Queens,Far Rockaway,0,13,41.57,11.85,39.1
Staten Island,Arrochar/Fort Wadsworth,17,13,0.01,7.71,18.93
Brooklyn,Columbia Street,20,13,31.36,6.68,21.99
Brooklyn,Carroll Gardens,5,13,20.05,3.35,17.65
Brooklyn,Columbia Street,23,13,15.7,4.62,15.44
Bronx,Claremont/Bathgate,0,13,40.18,11.18,42.25
Queens,Whitestone,22,13,33.22,9.77,30.31
Queens,Flushing,3,13,30.22,4.44,22.96
Brooklyn,Bensonhurst West,21,13,41.22,5.35,23.26
Queens,Kew Gardens Hills,20,13,44.31,10.58,39.68
Bronx,Pelham Parkway,3,13,45.74,13.33,43.39
Brooklyn,Canarsie,2,13,43.71,10.84,40.43
Bronx,Country Club,10,13,34.66,9.22,46.43
Queens,Glendale,20,13,30.88,6.74,29.11
Bronx,Mount Hope,0,13,24.02,5.96,18.24
Queens,College Point,0,13,36.53,9.09,20.78
Queens,Auburndale,4,13,38.12,11.02,49.66
Bronx,Country Club,17,13,35.85,10.25,49.75
Bronx,Mount Hope,23,13,41.32,9.32,30.37
Bronx,City Island,8,13,44.42,13.05,60.92
Bronx,Bedford Park,23,13,39.65,10.55,35.43
Bronx,Belmont,4,13,39.32,12.93,52.16
Manhattan,Battery Park,1,13,22.58,3.67,13.91
Queens,South Jamaica,3,13,44.37,12.09,37.69
Brooklyn,Gravesend,23,13,55.58,14.67,53.54
Queens,Hollis,21,13,45.15,13.2,44.47
Manhattan,Inwood Hill Park,16,13,37.92,10.86,61.54
Brooklyn,Brooklyn Navy Yard,22,13,20.05,3.71,18.95
Queens,Rosedale,3,13,69.12,15.45,54.58
Brooklyn,Marine Park/Floyd Bennett Field,20,13,33.09,6.18,12.77
Brooklyn,Prospect Heights,3,13,20.47,3.42,16.74
Queens,Bayside,18,13,32.45,8.43,29.78
Queens,Corona,3,13,38.26,6.23,23.78
Queens,Corona,1,13,39.26,5.12,14.59
Brooklyn,Prospect Park,0,13,18.02,3.19,14.81
Bronx,Allerton/Pelham Gardens,23,13,36.1,10.65,29.94
Queens,Richmond Hill,1,13,31.98,5.56,14.98
Queens,North Corona,22,13,36.61,7.44,21.41
Brooklyn,Sheepshead Bay,22,12,45.1,12.0,34.56
Queens,Middle Village,0,12,25.53,3.76,14.96
Bronx,Schuylerville/Edgewater Park,0,12,35.65,8.74,21.92
Brooklyn,Marine Park/Floyd Bennett Field,15,12,63.25,14.21,38.87
Brooklyn,Brighton Beach,22,12,30.92,7.73,36.02
Queens,Queensboro Hill,18,12,37.19,10.24,47.47
Manhattan,Marble Hill,18,12,31.01,7.21,39.57
Queens,Douglaston,17,12,61.25,16.02,62.62
Bronx,City Island,20,12,47.0,14.54,57.52
Staten Island,Arrochar/Fort Wadsworth,14,12,3.18,7.66,17.18
Brooklyn,Red Hook,23,12,28.41,8.82,25.82
Bronx,Bronx Park,10,12,40.12,9.4,39.81
EWR,Newark Airport,0,12,91.48,20.42,35.9
Bronx,Bronx Park,11,12,32.73,7.91,38.36
Brooklyn,South Williamsburg,3,12,51.2,5.94,27.74
Queens,Rego Park,0,12,53.06,6.68,14.94
Brooklyn,Brighton Beach,4,12,47.5,14.17,51.02
Brooklyn,Marine Park/Floyd Bennett Field,9,12,30.43,7.15,24.06
Bronx,Van Cortlandt Park,14,12,42.34,12.01,59.4
Queens,Fresh Meadows,21,12,37.48,10.42,43.49
Brooklyn,Dyker Heights,21,12,34.58,8.48,24.93
Bronx,Crotona Park,6,12,31.51,7.35,49.7
Brooklyn,Flatlands,1,12,36.81,10.27,37.38
Brooklyn,East New York/Pennsylvania Avenue,3,12,42.85,13.06,43.52
Bronx,Kingsbridge Heights,23,12,23.43,5.18,24.03
Queens,Auburndale,16,12,41.33,10.22,50.36
Queens,Auburndale,6,12,47.08,13.69,84.44
Brooklyn,Marine Park/Floyd Bennett Field,22,12,45.19,9.62,16.44
Bronx,Melrose South,1,12,14.73,2.37,11.52
Bronx,City Island,14,12,47.02,12.52,61.21
Manhattan,Inwood Hill Park,9,12,33.25,8.64,43.47
Queens,East Flushing,23,12,37.0,10.01,44.25
Brooklyn,Kensington,21,12,41.88,11.36,49.15
Queens,Elmhurst/Maspeth,1,12,16.75,2.14,9.34
Brooklyn,Bay Ridge,2,12,13.12,3.14,6.54
Brooklyn,Brooklyn Navy Yard,23,12,26.4,4.33,18.73
Bronx,Van Cortlandt Village,23,12,47.51,14.29,53.75
Brooklyn,Windsor Terrace,21,12,25.03,4.56,19.25
Queens,Saint Albans,1,12,41.23,11.75,36.55
Bronx,Norwood,0,12,46.67,14.43,34.72
Queens,Rockaway Park,4,12,63.92,20.0,78.14
Brooklyn,Kensington,20,12,33.23,8.63,37.59
Queens,Saint Michaels Cemetery/Woodside,7,12,55.92,4.3,19.05
Queens,Forest Park/Highland Park,11,12,42.45,7.44,44.25
Manhattan,Highbridge Park,8,12,26.44,4.1,25.54
Manhattan,Highbridge Park,14,12,37.28,6.76,30.96
Queens,Douglaston,8,11,50.27,14.45,62.06
Queens,Douglaston,5,11,45.82,14.66,47.54
Queens,East Flushing,17,11,35.24,12.28,59.8
Queens,Flushing,4,11,26.78,6.55,21.0
Brooklyn,Ocean Hill,3,11,51.05,11.89,45.9
Brooklyn,Columbia Street,22,11,16.46,4.26,17.07
Bronx,Bronx Park,18,11,44.93,12.3,48.63
Queens,Forest Hills,3,11,35.73,8.3,25.47
Brooklyn,Red Hook,0,11,35.79,8.63,27.44
Brooklyn,Red Hook,3,11,21.59,6.07,20.83
Queens,Rosedale,22,11,70.85,15.75,39.39
Bronx,Longwood,21,11,32.09,9.22,46.59
Queens,Bay Terrace/Fort Totten,20,11,44.82,10.76,34.86
Queens,North Corona,4,11,31.0,7.37,26.84
Bronx,Bronx Park,8,11,37.05,13.11,61.58
Bronx,City Island,12,11,46.14,14.93,56.97
Queens,Elmhurst/Maspeth,2,11,24.25,3.18,10.9
Brooklyn,Brooklyn Navy Yard,21,11,28.35,4.95,22.15
Queens,Forest Park/Highland Park,17,11,43.01,7.48,42.28
Queens,Glendale,3,11,25.89,5.49,34.52
Brooklyn,Gravesend,22,11,42.91,11.65,44.15
Brooklyn,Crown Heights South,2,11,24.59,4.89,20.33
Brooklyn,Midwood,22,11,30.1,6.43,34.78
Brooklyn,Ocean Hill,2,11,51.38,9.97,45.73
Queens,Whitestone,21,11,37.35,8.83,26.39
Queens,Forest Park/Highland Park,10,11,49.45,15.26,60.23
Bronx,Country Club,12,11,43.77,13.75,59.34
Brooklyn,Marine Park/Floyd Bennett Field,11,11,38.86,5.33,30.53
Bronx,Country Club,5,11,44.23,13.35,40.05
Bronx,West Concourse,3,11,29.47,6.24,16.88
Brooklyn,Borough Park,22,11,25.02,5.06,26.76
Brooklyn,Borough Park,23,11,24.19,4.79,27.1
Queens,Jamaica Estates,22,11,46.12,8.52,25.18
Staten Island,Arrochar/Fort Wadsworth,13,11,0.01,8.05,17.36
Queens,Ozone Park,1,10,53.43,6.09,32.13
Brooklyn,Williamsburg (North Side),6,10,27.97,5.5,22.64
Queens,Ozone Park,23,10,44.68,8.7,33.95
Queens,Middle Village,22,10,43.13,8.97,27.43
Bronx,Allerton/Pelham Gardens,22,10,38.1,9.74,35.3
Queens,Kew Gardens,2,10,27.98,4.9,13.91
Bronx,Soundview/Castle Hill,3,10,37.2,9.86,36.82
Bronx,Soundview/Castle Hill,0,10,25.97,6.34,17.93
Brooklyn,Brooklyn Navy Yard,20,10,31.48,8.07,32.75
Bronx,Claremont/Bathgate,1,10,29.56,7.71,28.27
Bronx,Crotona Park,8,10,41.6,11.65,59.1
Brooklyn,Kensington,4,10,38.47,10.03,38.11
Bronx,Morrisania/Melrose,2,10,32.75,8.18,26.12
Bronx,Soundview/Bruckner,3,10,30.21,8.19,29.79
Brooklyn,Bensonhurst West,3,10,34.06,8.8,32.8
Bronx,Pelham Bay,19,10,48.1,16.25,52.45
Brooklyn,Madison,20,10,34.15,7.05,44.8
Queens,Rockaway Park,22,10,58.62,14.5,72.38
Bronx,East Concourse/Concourse Village,3,10,28.96,6.84,29.07
Brooklyn,Brooklyn Navy Yard,10,10,22.19,3.7,25.84
Brooklyn,Crown Heights South,1,10,14.69,2.49,11.98
Bronx,East Tremont,0,10,16.31,2.65,11.08
Bronx,Pelham Bay,20,10,42.11,12.49,49.71
Brooklyn,Marine Park/Floyd Bennett Field,12,10,57.45,11.06,42.72
Brooklyn,Marine Park/Mill Basin,4,10,44.8,12.21,54.79
Bronx,Pelham Bay Park,9,10,35.6,9.39,33.16
Queens,Flushing,0,10,65.52,5.39,12.89
Queens,Richmond Hill,2,10,25.17,3.93,11.63
Bronx,Country Club,11,10,39.0,12.0,48.08
Queens,Murray Hill-Queens,5,10,31.18,8.73,25.13
Brooklyn,Gravesend,4,10,41.0,11.28,38.1
Brooklyn,Gravesend,3,10,26.2,5.67,22.88
Bronx,Longwood,0,10,117.7,8.23,24.99
Manhattan,Highbridge Park,13,10,42.52,10.28,41.76
EWR,Newark Airport,21,10,79.42,13.18,26.34
Brooklyn,Windsor Terrace,0,10,23.87,3.19,13.25
Queens,Douglaston,18,10,41.79,11.86,41.89
Brooklyn,Erasmus,0,10,22.63,4.24,19.62
Queens,Bellerose,23,10,55.83,12.4,26.73
Manhattan,Highbridge Park,11,10,33.15,5.04,33.26
Brooklyn,Sunset Park East,22,10,41.13,10.73,46.54
Queens,Springfield Gardens North,2,10,42.19,13.96,47.06
Bronx,Pelham Bay Park,8,10,35.6,10.06,48.56
Queens,Glen Oaks,7,10,46.41,12.98,53.8
Bronx,Bronx Park,16,10,42.17,9.72,43.03
Manhattan,Inwood Hill Park,5,10,47.45,12.83,55.1
Queens,Forest Park/Highland Park,9,10,30.14,7.18,37.93
Brooklyn,Prospect Park,22,10,27.64,6.04,26.76
Queens,Forest Park/Highland Park,14,10,38.68,8.22,37.64
Bronx,Co-Op City,0,10,37.54,10.65,28.11
Bronx,Soundview/Bruckner,0,10,20.67,3.72,21.96
Brooklyn,Dyker Heights,1,10,10.67,2.81,7.98
Queens,Laurelton,23,10,46.29,12.42,41.2
Queens,Corona,2,9,43.12,5.87,12.52
Bronx,Riverdale/North Riverdale/Fieldston,22,9,42.46,11.69,39.41
Bronx,City Island,21,9,47.79,14.62,40.29
Staten Island,South Beach/Dongan Hills,15,9,17.14,11.32,50.14
Queens,Astoria Park,16,9,56.07,4.41,17.8
Brooklyn,Carroll Gardens,2,9,18.66,3.87,14.33
Manhattan,Roosevelt Island,3,9,52.44,8.35,17.79
Manhattan,Randalls Island,0,9,62.42,5.05,12.37
Queens,Rego Park,3,9,16.29,2.04,8.89
Queens,North Corona,23,9,18.24,3.83,12.5
Manhattan,Highbridge Park,12,9,45.58,8.73,33.77
Queens,Bellerose,20,9,33.79,9.86,35.21
Queens,Douglaston,19,9,43.06,9.67,22.25
Queens,Hammels/Arverne,0,9,50.39,16.23,58.52
Queens,Forest Park/Highland Park,23,9,34.06,5.66,12.45
Queens,Fresh Meadows,4,9,71.16,17.34,47.8
Brooklyn,Red Hook,1,9,31.95,6.28,22.84
Queens,Saint Michaels Cemetery/Woodside,5,9,53.28,2.38,11.17
Manhattan,Highbridge Park,17,9,27.88,6.15,29.85
Bronx,Riverdale/North Riverdale/Fieldston,0,9,34.23,8.51,21.89
Queens,Flushing,1,9,26.57,6.21,16.37
Queens,Flushing,2,9,47.58,8.96,19.1
Bronx,Bedford Park,3,9,36.59,11.02,31.79
Brooklyn,Bensonhurst East,23,9,27.81,6.32,24.17
Bronx,Morrisania/Melrose,0,9,26.02,5.35,21.04
EWR,Newark Airport,10,9,63.94,10.88,22.55
Bronx,Highbridge,1,9,39.12,11.27,30.66
EWR,Newark Airport,23,9,93.36,17.06,31.88
Brooklyn,Canarsie,1,9,35.61,9.44,37.04
Bronx,Country Club,21,9,35.84,10.31,39.08
Brooklyn,Brownsville,2,9,41.48,12.77,34.59
Queens,Rosedale,0,9,57.42,14.06,30.48
Brooklyn,Bensonhurst West,23,9,18.38,3.02,17.42
Bronx,Country Club,8,9,41.84,10.83,56.49
Brooklyn,Brooklyn Navy Yard,9,9,22.93,4.16,23.75
Brooklyn,Brooklyn Navy Yard,8,9,15.47,2.26,19.09
Bronx,Eastchester,0,9,33.7,8.55,27.4
Bronx,Pelham Parkway,23,9,27.49,6.07,22.32
Brooklyn,Madison,21,9,30.0,6.33,32.7
Bronx,East Tremont,1,9,33.51,9.16,38.22
Queens,Bay Terrace/Fort Totten,5,9,49.72,13.9,53.83
Bronx,Soundview/Castle Hill,1,9,42.27,11.67,23.71
Brooklyn,Kensington,22,9,27.37,6.69,25.18
Bronx,Woodlawn/Wakefield,23,9,45.8,13.54,52.49
Brooklyn,Prospect Park,5,9,34.07,9.68,40.55
Bronx,Riverdale/North Riverdale/Fieldston,21,9,39.48,9.17,30.86
Queens,Rockaway Park,0,9,50.53,16.08,42.94
Brooklyn,Cobble Hill,5,9,27.88,6.61,16.14
Queens,Bay Terrace/Fort Totten,19,9,40.06,11.17,40.99
Bronx,West Farms/Bronx River,23,9,27.96,7.09,21.79
Bronx,Country Club,16,9,41.88,11.45,50.11
Brooklyn,Columbia Street,0,9,15.46,6.36,18.86
Queens,Howard Beach,1,9,56.1,12.36,22.14
Brooklyn,Windsor Terrace,23,9,17.47,3.32,13.61
Queens,Whitestone,6,9,41.06,10.38,69.19
Staten Island,Arrochar/Fort Wadsworth,10,8,0.01,5.84,18.61
Bronx,Co-Op City,3,8,46.38,13.92,53.48
Queens,Far Rockaway,3,8,56.06,17.97,60.52
Bronx,University Heights/Morris Heights,0,8,40.54,5.56,16.84
Queens,Auburndale,17,8,43.5,11.33,53.1
Queens,Murray Hill-Queens,19,8,34.94,9.43,60.47
Staten Island,South Beach/Dongan Hills,20,8,3.88,0.28,1.2
Bronx,Van Cortlandt Park,19,8,45.25,13.7,46.37
Queens,Middle Village,23,8,49.44,4.33,16.5
Bronx,Allerton/Pelham Gardens,20,8,40.88,11.05,38.58
Brooklyn,Ocean Parkway South,19,8,22.86,4.07,24.93
Queens,Astoria Park,18,8,48.32,4.64,18.37
Brooklyn,Marine Park/Floyd Bennett Field,16,8,29.44,7.29,35.3
Bronx,East Tremont,2,8,29.99,8.53,22.02
Brooklyn,Marine Park/Floyd Bennett Field,8,8,43.59,11.67,62.2
Brooklyn,Marine Park/Floyd Bennett Field,23,8,37.74,9.73,14.43
Bronx,Van Nest/Morris Park,1,8,37.55,8.53,17.14
Brooklyn,Kensington,0,8,26.0,3.24,13.85
Brooklyn,Kensington,2,8,41.25,11.24,32.32
EWR,Newark Airport,9,8,70.66,8.76,17.29
Brooklyn,Dyker Heights,0,8,7.94,4.21,11.1
Brooklyn,East Flatbush/Farragut,1,8,19.22,4.23,17.81
Bronx,Bronx Park,7,8,32.1,7.8,46.94
Bronx,Bronxdale,23,8,33.12,7.28,28.47
Brooklyn,Kensington,23,8,29.59,4.45,12.03
Bronx,Soundview/Bruckner,23,8,39.5,11.29,43.39
Queens,Forest Hills,2,8,33.89,6.47,18.88
Queens,Whitestone,0,8,57.95,10.12,18.49
Queens,Whitestone,23,8,33.53,8.7,19.47
Brooklyn,Windsor Terrace,22,8,15.6,2.68,13.68
Brooklyn,Columbia Street,1,8,5.83,8.62,20.49
Brooklyn,Dyker Heights,22,8,37.39,9.64,32.49
Brooklyn,Dyker Heights,23,8,17.38,6.28,17.18
Queens,Fresh Meadows,23,8,37.12,8.65,21.0
Queens,Forest Park/Highland Park,16,8,66.96,4.28,28.55
Queens,Forest Park/Highland Park,6,8,36.88,9.11,48.22
Queens,Forest Park/Highland Park,8,8,43.81,10.42,50.1
Bronx,Westchester Village/Unionport,3,8,36.88,13.4,44.06
Brooklyn,Homecrest,22,8,29.92,8.28,29.8
Bronx,Williamsbridge/Olinville,2,8,27.84,6.65,22.69
Queens,Saint Michaels Cemetery/Woodside,6,8,39.95,2.85,9.77
Manhattan,Highbridge Park,16,8,29.56,10.27,34.62
EWR,Newark Airport,5,8,69.82,5.09,16.47
Queens,Woodhaven,3,8,51.75,16.39,35.34
Queens,Hillcrest/Pomonok,23,8,35.35,9.27,27.66
Queens,North Corona,0,8,27.94,5.2,14.32
Bronx,Country Club,13,8,48.25,17.86,74.9
Brooklyn,Coney Island,1,8,60.59,14.32,34.83
Queens,Ozone Park,4,8,45.94,14.83,44.36
Staten Island,Arrochar/Fort Wadsworth,18,7,0.64,6.6,16.47
Queens,Astoria Park,22,7,63.27,3.64,8.72
Brooklyn,Carroll Gardens,3,7,19.35,2.31,9.0
Bronx,Parkchester,3,7,40.21,10.87,36.39
Bronx,City Island,18,7,54.21,15.81,66.49
Queens,Middle Village,5,7,36.21,8.47,34.6
Brooklyn,Sunset Park East,4,7,31.5,7.42,38.58
Bronx,Crotona Park,12,7,33.79,8.56,39.1
Queens,North Corona,1,7,9.6,1.64,6.76
Brooklyn,Homecrest,4,7,31.16,8.93,40.57
Queens,Hollis,3,7,40.36,11.09,35.05
Queens,Rego Park,2,7,28.06,3.75,11.62
EWR,Newark Airport,8,7,82.36,4.03,13.83
EWR,Newark Airport,11,7,84.91,12.85,33.41
Brooklyn,Starrett City,0,7,44.43,10.57,32.87
Queens,Kew Gardens,1,7,20.65,5.29,12.59
Queens,Kew Gardens,3,7,47.62,5.03,9.52
Queens,Middle Village,2,7,45.13,5.0,15.93
Queens,Astoria Park,12,7,42.41,7.07,26.05
Brooklyn,Marine Park/Mill Basin,22,7,34.7,5.85,27.7
Brooklyn,Brooklyn Navy Yard,7,7,22.91,3.48,17.53
Bronx,Pelham Bay,21,7,47.36,15.41,45.87
Manhattan,Battery Park,2,7,22.9,4.86,15.08
Brooklyn,Marine Park/Floyd Bennett Field,10,7,54.74,9.5,29.66
Bronx,Country Club,22,7,33.71,9.87,28.38
Brooklyn,Kensington,1,7,20.3,2.42,10.59
Queens,Bayside,21,7,32.6,7.44,20.89
Bronx,Country Club,18,7,39.0,9.96,39.19
Queens,Saint Albans,2,7,41.21,13.5,45.66
Queens,Saint Michaels Cemetery/Woodside,1,7,60.07,6.36,12.78
Queens,Queensboro Hill,23,7,41.3,9.78,31.0
Queens,Rosedale,2,7,54.5,11.91,39.68
Brooklyn,Bath Beach,22,7,96.19,3.32,16.48
Queens,Queensboro Hill,20,7,45.41,11.1,32.52
Queens,Queensboro Hill,21,7,37.22,11.22,36.22
Bronx,Melrose South,2,7,18.24,3.45,13.51
Brooklyn,Marine Park/Floyd Bennett Field,7,7,39.6,10.28,33.48
Brooklyn,Manhattan Beach,22,7,42.03,11.02,41.31
Brooklyn,Manhattan Beach,21,7,50.81,13.02,54.76
Queens,Briarwood/Jamaica Hills,3,7,74.08,8.73,15.83
Manhattan,Inwood Hill Park,20,7,44.19,13.33,49.76
Queens,Oakland Gardens,21,7,37.94,10.85,33.4
Manhattan,Inwood Hill Park,22,7,42.96,9.9,43.35
Bronx,Bronx Park,6,7,39.8,11.1,49.75
Queens,Oakland Gardens,3,7,37.64,11.83,34.82
Queens,College Point,5,7,38.93,10.81,38.88
Brooklyn,Coney Island,2,7,56.64,16.74,58.02
Bronx,Van Cortlandt Village,0,7,24.77,6.42,25.77
Bronx,Bedford Park,0,7,35.84,11.05,36.6
Queens,Whitestone,3,7,59.57,16.53,45.86
Queens,East Flushing,21,7,37.81,9.49,34.45
Manhattan,Marble Hill,22,7,39.7,12.05,38.07
Manhattan,Roosevelt Island,0,7,28.16,6.13,37.41
Bronx,Van Cortlandt Park,22,7,38.24,11.62,41.85
Bronx,Hunts Point,0,7,27.67,7.33,20.72
Queens,Glen Oaks,22,7,38.99,7.47,20.96
Queens,Glen Oaks,21,7,39.54,13.34,37.16
Bronx,Crotona Park East,1,7,18.23,3.33,12.09
Queens,Glendale,23,7,53.2,6.3,15.89
Queens,Briarwood/Jamaica Hills,2,7,48.19,9.18,18.69
Manhattan,Highbridge Park,18,7,30.91,6.51,37.61
Queens,Bellerose,21,7,53.67,4.14,8.6
Queens,Springfield Gardens North,1,7,42.14,10.77,50.57
Brooklyn,Gowanus,6,7,34.63,9.35,47.43
Queens,South Jamaica,2,7,60.4,11.51,23.16
Brooklyn,Gowanus,2,7,26.0,5.46,18.05
Staten Island,South Beach/Dongan Hills,17,6,7.92,9.5,27.5
Queens,Astoria Park,15,6,73.5,6.55,22.88
Queens,Astoria Park,19,6,68.93,6.82,19.08
Staten Island,Arrochar/Fort Wadsworth,0,6,0.01,1.63,3.78
Brooklyn,Marine Park/Mill Basin,0,6,56.3,10.4,22.86
Brooklyn,Sheepshead Bay,23,6,19.38,3.59,22.75
Queens,North Corona,3,6,20.47,3.89,12.54
Bronx,Williamsbridge/Olinville,1,6,21.73,4.46,17.58
Bronx,Woodlawn/Wakefield,0,6,30.83,7.76,23.84
Bronx,Crotona Park,7,6,44.5,13.27,76.38
Bronx,Claremont/Bathgate,3,6,34.27,7.19,21.73
Bronx,Country Club,20,6,76.3,19.12,38.38
Brooklyn,Bath Beach,4,6,32.5,9.73,43.33
Queens,Bayside,0,6,47.97,11.28,24.65
Brooklyn,Borough Park,0,6,30.13,8.16,23.31
Queens,Jamaica Estates,2,6,32.03,9.65,26.81
Queens,Jamaica Estates,0,6,53.88,6.8,20.22
Queens,Auburndale,22,6,40.08,14.31,39.76
Queens,Jamaica Estates,23,6,42.65,7.44,24.01
Queens,Auburndale,19,6,37.75,9.51,35.51
Queens,Astoria Park,14,6,61.93,7.67,22.53
EWR,Newark Airport,7,6,50.48,3.46,8.81
Brooklyn,Starrett City,1,6,37.25,9.15,30.17
Brooklyn,Starrett City,23,6,49.42,12.0,32.46
Queens,Rego Park,1,6,32.22,4.92,11.81
Brooklyn,Sunset Park East,0,6,24.59,8.62,21.14
Brooklyn,Carroll Gardens,4,6,46.7,13.84,35.9
Brooklyn,Ocean Parkway South,4,6,183.03,5.97,25.23
EWR,Newark Airport,20,6,132.87,3.92,9.93
Brooklyn,Midwood,3,6,23.2,4.28,24.98
EWR,Newark Airport,12,6,82.72,6.35,8.89
Queens,Murray Hill-Queens,21,6,50.33,14.06,45.46
Bronx,Crotona Park East,0,6,35.88,6.82,33.79
Brooklyn,Gowanus,4,6,22.75,5.46,22.57
Queens,Murray Hill-Queens,20,6,36.5,10.32,40.3
Bronx,Kingsbridge Heights,1,6,28.97,5.2,15.15
Brooklyn,East Flatbush/Remsen Village,2,6,36.5,10.62,40.78
Bronx,Fordham South,22,6,26.93,6.86,32.17
Manhattan,Inwood Hill Park,8,6,27.83,6.32,32.89
Queens,Oakland Gardens,19,6,51.0,14.7,58.36
Bronx,Pelham Parkway,1,6,30.42,3.52,10.05
Brooklyn,East Flatbush/Farragut,2,6,22.55,4.44,29.59
Bronx,Kingsbridge Heights,2,6,34.13,10.02,49.69
Queens,Forest Park/Highland Park,18,6,44.98,5.26,20.06
Queens,Forest Park/Highland Park,19,6,22.8,5.79,18.82
Bronx,Van Cortlandt Park,4,6,51.33,15.75,57.21
Bronx,Van Cortlandt Park,3,6,32.2,8.51,23.48
Bronx,Eastchester,2,6,48.83,14.13,38.07
Queens,East Flushing,20,6,39.0,10.58,35.75
Bronx,Bedford Park,1,6,23.43,4.46,19.6
Queens,Far Rockaway,2,6,60.33,17.58,61.83
Bronx,Eastchester,23,6,35.45,10.31,24.97
Queens,Far Rockaway,1,6,46.33,12.18,71.67
Queens,Woodhaven,0,6,20.1,4.24,15.65
Brooklyn,Prospect Park,23,6,21.57,3.93,16.37
Bronx,Bronx Park,21,6,54.78,13.66,50.93
Bronx,Bronx Park,19,6,53.07,13.65,48.04
Queens,Douglaston,7,6,53.03,13.23,57.65
Queens,Douglaston,21,6,28.72,5.19,11.88
Bronx,Bronxdale,0,6,32.03,7.49,24.19
Bronx,Bronxdale,1,6,26.4,6.3,25.88
Manhattan,Marble Hill,21,6,44.65,14.22,54.24
Bronx,Schuylerville/Edgewater Park,2,6,44.62,10.7,27.11
Queens,Woodhaven,23,6,41.2,11.14,39.19
Queens,Woodhaven,22,6,38.83,9.11,34.68
Bronx,Schuylerville/Edgewater Park,1,6,25.2,6.06,16.98
Queens,Ozone Park,0,6,36.75,9.95,21.66
Manhattan,Roosevelt Island,1,6,37.03,7.73,30.35
Staten Island,Arrochar/Fort Wadsworth,11,6,9.77,6.31,17.18
Staten Island,Heartland Village/Todt Hill,21,5,3.84,0.35,0.9
Manhattan,Inwood Hill Park,7,5,20.76,3.72,19.22
Queens,Bellerose,1,5,38.38,6.57,13.6
Queens,Bayside,23,5,36.22,6.81,15.4
Queens,Hollis,23,5,36.24,9.98,37.57
Brooklyn,Cobble Hill,2,5,8.04,1.06,6.16
Bronx,East Concourse/Concourse Village,2,5,22.98,6.22,16.85
Bronx,Crotona Park,11,5,45.3,13.18,90.63
Bronx,Woodlawn/Wakefield,3,5,26.72,6.22,23.44
Queens,Hammels/Arverne,2,5,46.5,11.22,48.69
Manhattan,Highbridge Park,7,5,29.7,5.9,33.32
Bronx,East Tremont,3,5,44.42,13.58,44.16
Bronx,Eastchester,1,5,73.42,11.84,26.37
Queens,East Flushing,5,5,40.5,10.94,50.51
Bronx,Soundview/Bruckner,2,5,38.54,11.3,35.05
Queens,Cambria Heights,1,5,55.98,11.51,20.1
Bronx,Van Cortlandt Park,20,5,42.9,13.94,58.3
Bronx,University Heights/Morris Heights,2,5,25.26,5.8,20.9
Queens,Astoria Park,11,5,41.5,6.62,34.38
Queens,Queens Village,1,5,37.78,10.74,29.29
Brooklyn,Bath Beach,20,5,43.7,11.18,33.93
Bronx,Country Club,15,5,36.5,8.58,38.72
Queens,Woodhaven,1,5,20.2,4.07,17.08
Queens,Bayside,3,5,21.62,4.43,11.93
Manhattan,Highbridge Park,21,5,25.54,8.87,36.02
Bronx,Fordham South,1,5,28.3,7.02,19.64
Queens,Jamaica Bay,18,5,46.94,11.87,31.92
Queens,Glen Oaks,23,5,41.8,7.66,18.41
Bronx,West Farms/Bronx River,2,5,15.72,3.32,11.22
Bronx,Kingsbridge Heights,0,5,21.16,3.68,17.15
Queens,Glendale,4,5,32.83,8.07,27.58
Queens,Glendale,1,5,26.48,5.25,20.91
